0x00020000; UL; FileMetaInformationGroupLength; File Meta Information Group Length
0x300A0009; LO; TreatmentProtocols; Treatment Protocols
0x300A000A; CS; PlanIntent; Plan Intent
0x300A000B; LO; TreatmentSites; Treatment Sites
0x300A000C; CS; RTPlanGeometry; RT Plan Geometry
0x300A000E; ST; PrescriptionDescription; Prescription Description
0x300A0010; SQ; DoseReferenceSequence; Dose Reference Sequence
0x300A0012; IS; DoseReferenceNumber; Dose Reference Number
0x300A0013; UI; DoseReferenceUID; Dose Reference UID
0x300A0014; CS; DoseReferenceStructureType; Dose Reference Structure Type
0x300A0015; CS; NominalBeamEnergyUnit; Nominal Beam Energy Unit
0x300A0016; LO; DoseReferenceDescription; Dose Reference Description
0x300A0018; DS; DoseReferencePointCoordinates; Dose Reference Point Coordinates
0x300A001A; DS; NominalPriorDose; Nominal Prior Dose
0x300A0020; CS; DoseReferenceType; Dose Reference Type
0x300A0021; DS; ConstraintWeight; Constraint Weight
0x300A0022; DS; DeliveryWarningDose; Delivery Warning Dose
0x300A0023; DS; DeliveryMaximumDose; Delivery Maximum Dose
0x300A0025; DS; TargetMinimumDose; Target Minimum Dose
0x300A0026; DS; TargetPrescriptionDose; Target Prescription Dose
0x300A0027; DS; TargetMaximumDose; Target Maximum Dose
0x300A0028; DS; TargetUnderdoseVolumeFraction; Target Underdose Volume Fraction
0x300A002A; DS; OrganAtRiskFullVolumeDose; Organ at Risk Full-volume Dose
0x300A002B; DS; OrganAtRiskLimitDose; Organ at Risk Limit Dose
0x300A002C; DS; OrganAtRiskMaximumDose; Organ at Risk Maximum Dose
0x300A002D; DS; OrganAtRiskOverdoseVolumeFraction; Organ at Risk Overdose Volume Fraction
0x300A0040; SQ; ToleranceTableSequence; Tolerance Table Sequence
0x300A0042; IS; ToleranceTableNumber; Tolerance Table Number
0x300A0043; SH; ToleranceTableLabel; Tolerance Table Label
0x300A0044; DS; GantryAngleTolerance; Gantry Angle Tolerance
0x300A0046; DS; BeamLimitingDeviceAngleTolerance; Beam Limiting Device Angle Tolerance
0x300A0048; SQ; BeamLimitingDeviceToleranceSequence; Beam Limiting Device Tolerance Sequence
0x300A004A; DS; BeamLimitingDevicePositionTolerance; Beam Limiting Device Position Tolerance
0x300A004B; FL; SnoutPositionTolerance; Snout Position Tolerance
0x300A004C; DS; PatientSupportAngleTolerance; Patient Support Angle Tolerance
0x300A004E; DS; TableTopEccentricAngleTolerance; Table Top Eccentric Angle Tolerance
0x300A004F; FL; TableTopPitchAngleTolerance; Table Top Pitch Angle Tolerance
0x300A0050; FL; TableTopRollAngleTolerance; Table Top Roll Angle Tolerance
0x300A0051; DS; TableTopVerticalPositionTolerance; Table Top Vertical Position Tolerance
0x300A0052; DS; TableTopLongitudinalPositionTolerance; Table Top Longitudinal Position Tolerance
0x300A0053; DS; TableTopLateralPositionTolerance; Table Top Lateral Position Tolerance
0x300A0055; CS; RTPlanRelationship; RT Plan Relationship
0x300A0070; SQ; FractionGroupSequence; Fraction Group Sequence
0x300A0071; IS; FractionGroupNumber; Fraction Group Number
0x300A0072; LO; FractionGroupDescription; Fraction Group Description
0x300A0078; IS; NumberOfFractionsPlanned; Number of Fractions Planned
0x300A0079; IS; NumberOfFractionPatternDigitsPerDay; Number of Fraction Pattern Digits Per Day
0x300A007A; IS; RepeatFractionCycleLength; Repeat Fraction Cycle Length
0x300A007B; LT; FractionPattern; Fraction Pattern
0x300A0080; IS; NumberOfBeams; Number of Beams
0x300A0082; DS; BeamDoseSpecificationPoint; Beam Dose Specification Point
0x300A0084; DS; BeamDose; Beam Dose
0x300A0086; DS; BeamMeterset; Beam Meterset
0x300A008B; CS; BeamDoseMeaning; Beam Dose Meaning
0x300A008C; SQ; BeamDoseVerificationControlPointSequence; Beam Dose Verification Control Point Sequence
0x300A008D; FL; AverageBeamDosePointDepth; Average Beam Dose Point Depth
0x300A008E; FL; AverageBeamDosePointEquivalentDepth; Average Beam Dose Point Equivalent Depth
0x300A008F; FL; AverageBeamDosePointSSD; Average Beam Dose Point SSD
0x300A0090; CS; BeamDoseType; Beam Dose Type
0x300A0091; DS; AlternateBeamDose; Alternate Beam Dose
0x300A0092; CS; AlternateBeamDoseType; Alternate Beam Dose Type
0x300A00A0; IS; NumberOfBrachyApplicationSetups; Number of Brachy Application Setups
0x300A00A2; DS; BrachyApplicationSetupDoseSpecificationPoint; Brachy Application Setup Dose Specification Point
0x300A00A4; DS; BrachyApplicationSetupDose; Brachy Application Setup Dose
0x300A00B0; SQ; BeamSequence; Beam Sequence
0x300A00B2; SH; TreatmentMachineName; Treatment Machine Name
0x300A00B3; CS; PrimaryDosimeterUnit; Primary Dosimeter Unit
0x300A00B4; DS; SourceAxisDistance; Source-Axis Distance
0x300A00B6; SQ; BeamLimitingDeviceSequence; Beam Limiting Device Sequence
0x300A00B8; CS; RTBeamLimitingDeviceType; RT Beam Limiting Device Type
0x300A00BA; DS; SourceToBeamLimitingDeviceDistance; Source to Beam Limiting Device Distance
0x300A00BB; FL; IsocenterToBeamLimitingDeviceDistance; Isocenter to Beam Limiting Device Distance
0x300A00BC; IS; NumberOfLeafJawPairs; Number of Leaf/Jaw Pairs
0x300A00BE; DS; LeafPositionBoundaries; Leaf Position Boundaries
0x300A00C0; IS; BeamNumber; Beam Number
0x300A00C2; LO; BeamName; Beam Name
0x300A00C3; ST; BeamDescription; Beam Description
0x300A00C4; CS; BeamType; Beam Type
0x300A00C5; FD; BeamDeliveryDurationLimit; Beam Delivery Duration Limit
0x300A00C6; CS; RadiationType; Radiation Type
0x300A00C7; CS; HighDoseTechniqueType; High-Dose Technique Type
0x300A00C8; IS; ReferenceImageNumber; Reference Image Number
0x300A00CA; SQ; PlannedVerificationImageSequence; Planned Verification Image Sequence
0x300A00CC; LO; ImagingDeviceSpecificAcquisitionParameters; Imaging Device-Specific Acquisition Parameters
0x300A00CE; CS; TreatmentDeliveryType; Treatment Delivery Type
0x300A00D0; IS; NumberOfWedges; Number of Wedges
0x300A00D1; SQ; WedgeSequence; Wedge Sequence
0x300A00D2; IS; WedgeNumber; Wedge Number
0x300A00D3; CS; WedgeType; Wedge Type
0x300A00D4; SH; WedgeID; Wedge ID
0x300A00D5; IS; WedgeAngle; Wedge Angle
0x300A00D6; DS; WedgeFactor; Wedge Factor
0x300A00D7; FL; TotalWedgeTrayWaterEquivalentThickness; Total Wedge Tray Water-Equivalent Thickness
0x300A00D8; DS; WedgeOrientation; Wedge Orientation
0x300A00D9; FL; IsocenterToWedgeTrayDistance; Isocenter to Wedge Tray Distance
0x300A00DA; DS; SourceToWedgeTrayDistance; Source to Wedge Tray Distance
0x300A00DB; FL; WedgeThinEdgePosition; Wedge Thin Edge Position
0x300A00DC; SH; BolusID; Bolus ID
0x300A00DD; ST; BolusDescription; Bolus Description
0x300A00DE; DS; EffectiveWedgeAngle; Effective Wedge Angle
0x300A00E0; IS; NumberOfCompensators; Number of Compensators
0x300A00E1; SH; MaterialID; Material ID
0x300A00E2; DS; TotalCompensatorTrayFactor; Total Compensator Tray Factor
0x300A00E3; SQ; CompensatorSequence; Compensator Sequence
0x300A00E4; IS; CompensatorNumber; Compensator Number
0x300A00E5; SH; CompensatorID; Compensator ID
0x300A00E6; DS; SourceToCompensatorTrayDistance; Source to Compensator Tray Distance
0x300A00E7; IS; CompensatorRows; Compensator Rows
0x300A00E8; IS; CompensatorColumns; Compensator Columns
0x300A00E9; DS; CompensatorPixelSpacing; Compensator Pixel Spacing
0x300A00EA; DS; CompensatorPosition; Compensator Position
0x300A00EB; DS; CompensatorTransmissionData; Compensator Transmission Data
0x300A00EC; DS; CompensatorThicknessData; Compensator Thickness Data
0x300A00ED; IS; NumberOfBoli; Number of Boli
0x300A00EE; CS; CompensatorType; Compensator Type
0x300A00EF; SH; CompensatorTrayID; Compensator Tray ID
0x300A00F0; IS; NumberOfBlocks; Number of Blocks
0x300A00F2; DS; TotalBlockTrayFactor; Total Block Tray Factor
0x300A00F3; FL; TotalBlockTrayWaterEquivalentThickness; Total Block Tray Water-Equivalent Thickness
0x300A00F4; SQ; BlockSequence; Block Sequence
0x300A00F5; SH; BlockTrayID; Block Tray ID
0x300A00F6; DS; SourceToBlockTrayDistance; Source to Block Tray Distance
0x300A00F7; FL; IsocenterToBlockTrayDistance; Isocenter to Block Tray Distance
0x300A00F8; CS; BlockType; Block Type
0x300A00F9; LO; AccessoryCode; Accessory Code
0x300A00FA; CS; BlockDivergence; Block Divergence
0x300A00FB; CS; BlockMountingPosition; Block Mounting Position
0x300A00FC; IS; BlockNumber; Block Number
0x300A00FE; LO; BlockName; Block Name
0x300A0100; DS; BlockThickness; Block Thickness
0x300A0102; DS; BlockTransmission; Block Transmission
0x300A0104; IS; BlockNumberOfPoints; Block Number of Points
0x300A0106; DS; BlockData; Block Data
0x300A0107; SQ; ApplicatorSequence; Applicator Sequence
0x300A0108; SH; ApplicatorID; Applicator ID
0x300A0109; CS; ApplicatorType; Applicator Type
0x300A010A; LO; ApplicatorDescription; Applicator Description
0x300A010C; DS; CumulativeDoseReferenceCoefficient; Cumulative Dose Reference Coefficient
0x300A010E; DS; FinalCumulativeMetersetWeight; Final Cumulative Meterset Weight
0x300A0110; IS; NumberOfControlPoints; Number of Control Points
0x300A0111; SQ; ControlPointSequence; Control Point Sequence
0x300A0112; IS; ControlPointIndex; Control Point Index
0x300A0114; DS; NominalBeamEnergy; Nominal Beam Energy
0x300A0115; DS; DoseRateSet; Dose Rate Set
0x300A0116; SQ; WedgePositionSequence; Wedge Position Sequence
0x300A0118; CS; WedgePosition; Wedge Position
0x300A011A; SQ; BeamLimitingDevicePositionSequence; Beam Limiting Device Position Sequence
0x300A011C; DS; LeafJawPositions; Leaf/Jaw Positions
0x300A011E; DS; GantryAngle; Gantry Angle
0x300A011F; CS; GantryRotationDirection; Gantry Rotation Direction
0x300A0120; DS; BeamLimitingDeviceAngle; Beam Limiting Device Angle
0x300A0121; CS; BeamLimitingDeviceRotationDirection; Beam Limiting Device Rotation Direction
0x300A0122; DS; PatientSupportAngle; Patient Support Angle
0x300A0123; CS; PatientSupportRotationDirection; Patient Support Rotation Direction
0x300A0124; DS; TableTopEccentricAxisDistance; Table Top Eccentric Axis Distance
0x300A0125; DS; TableTopEccentricAngle; Table Top Eccentric Angle
0x300A0126; CS; TableTopEccentricRotationDirection; Table Top Eccentric Rotation Direction
0x300A0128; DS; TableTopVerticalPosition; Table Top Vertical Position
0x300A0129; DS; TableTopLongitudinalPosition; Table Top Longitudinal Position
0x300A012A; DS; TableTopLateralPosition; Table Top Lateral Position
0x300A012C; DS; IsocenterPosition; Isocenter Position
0x300A012E; DS; SurfaceEntryPoint; Surface Entry Point
0x300A0130; DS; SourceToSurfaceDistance; Source to Surface Distance
0x300A0131; FL; AverageBeamDosePointSourceToExternalContourDistance; Average Beam Dose Point Source to External Contour Distance
0x300A0132; FL; SourceToExternalContourDistance; Source to External Contour Distance
0x300A0133; FL; ExternalContourEntryPoint; External Contour Entry Point
0x300A0134; DS; CumulativeMetersetWeight; Cumulative Meterset Weight
0x300A0140; FL; TableTopPitchAngle; Table Top Pitch Angle
0x300A0142; CS; TableTopPitchRotationDirection; Table Top Pitch Rotation Direction
0x300A0144; FL; TableTopRollAngle; Table Top Roll Angle
0x300A0146; CS; TableTopRollRotationDirection; Table Top Roll Rotation Direction
0x300A0148; FL; HeadFixationAngle; Head Fixation Angle
0x300A014A; FL; GantryPitchAngle; Gantry Pitch Angle
0x300A014C; CS; GantryPitchRotationDirection; Gantry Pitch Rotation Direction
0x300A014E; FL; GantryPitchAngleTolerance; Gantry Pitch Angle Tolerance
0x300A0180; SQ; PatientSetupSequence; Patient Setup Sequence
0x300A0182; IS; PatientSetupNumber; Patient Setup Number
0x300A0183; LO; PatientSetupLabel; Patient Setup Label
0x300A0184; LO; PatientAdditionalPosition; Patient Additional Position
0x300A0190; SQ; FixationDeviceSequence; Fixation Device Sequence
0x300A0192; CS; FixationDeviceType; Fixation Device Type
0x300A0194; SH; FixationDeviceLabel; Fixation Device Label
0x300A0196; ST; FixationDeviceDescription; Fixation Device Description
0x300A0198; SH; FixationDevicePosition; Fixation Device Position
0x300A0199; FL; FixationDevicePitchAngle; Fixation Device Pitch Angle
0x300A019A; FL; FixationDeviceRollAngle; Fixation Device Roll Angle
0x300A01A0; SQ; ShieldingDeviceSequence; Shielding Device Sequence
0x300A01A2; CS; ShieldingDeviceType; Shielding Device Type
0x300A01A4; SH; ShieldingDeviceLabel; Shielding Device Label
0x300A01A6; ST; ShieldingDeviceDescription; Shielding Device Description
0x300A01A8; SH; ShieldingDevicePosition; Shielding Device Position
0x300A01B0; CS; SetupTechnique; Setup Technique
0x300A01B2; ST; SetupTechniqueDescription; Setup Technique Description
0x300A01B4; SQ; SetupDeviceSequence; Setup Device Sequence
0x300A01B6; CS; SetupDeviceType; Setup Device Type
0x300A01B8; SH; SetupDeviceLabel; Setup Device Label
0x300A01BA; ST; SetupDeviceDescription; Setup Device Description
0x300A01BC; DS; SetupDeviceParameter; Setup Device Parameter
0x300A01D0; ST; SetupReferenceDescription; Setup Reference Description
0x300A01D2; DS; TableTopVerticalSetupDisplacement; Table Top Vertical Setup Displacement
0x300A01D4; DS; TableTopLongitudinalSetupDisplacement; Table Top Longitudinal Setup Displacement
0x300A01D6; DS; TableTopLateralSetupDisplacement; Table Top Lateral Setup Displacement
0x300A0200; CS; BrachyTreatmentTechnique; Brachy Treatment Technique
0x300A0202; CS; BrachyTreatmentType; Brachy Treatment Type
0x300A0206; SQ; TreatmentMachineSequence; Treatment Machine Sequence
0x300A0210; SQ; SourceSequence; Source Sequence
0x300A0212; IS; SourceNumber; Source Number
0x300A0214; CS; SourceType; Source Type
0x300A0216; LO; SourceManufacturer; Source Manufacturer
0x300A0218; DS; ActiveSourceDiameter; Active Source Diameter
0x300A021A; DS; ActiveSourceLength; Active Source Length
0x300A021B; SH; SourceModelID; Source Model ID
0x300A021C; LO; SourceDescription; Source Description
0x300A0222; DS; SourceEncapsulationNominalThickness; Source Encapsulation Nominal Thickness
0x300A0224; DS; SourceEncapsulationNominalTransmission; Source Encapsulation Nominal Transmission
0x300A0226; LO; SourceIsotopeName; Source Isotope Name
0x300A0228; DS; SourceIsotopeHalfLife; Source Isotope Half Life
0x300A0229; CS; SourceStrengthUnits; Source Strength Units
0x300A022A; DS; ReferenceAirKermaRate; Reference Air Kerma Rate
0x300A022B; DS; SourceStrength; Source Strength
0x300A022C; DA; SourceStrengthReferenceDate; Source Strength Reference Date
0x300A022E; TM; SourceStrengthReferenceTime; Source Strength Reference Time
0x300A0230; SQ; ApplicationSetupSequence; Application Setup Sequence
0x300A0232; CS; ApplicationSetupType; Application Setup Type
0x300A0234; IS; ApplicationSetupNumber; Application Setup Number
0x300A0236; LO; ApplicationSetupName; Application Setup Name
0x300A0238; LO; ApplicationSetupManufacturer; Application Setup Manufacturer
0x300A0240; IS; TemplateNumber; Template Number
0x300A0242; SH; TemplateType; Template Type
0x300A0244; LO; TemplateName; Template Name
0x300A0250; DS; TotalReferenceAirKerma; Total Reference Air Kerma
0x300A0260; SQ; BrachyAccessoryDeviceSequence; Brachy Accessory Device Sequence
0x300A0262; IS; BrachyAccessoryDeviceNumber; Brachy Accessory Device Number
0x300A0263; SH; BrachyAccessoryDeviceID; Brachy Accessory Device ID
0x300A0264; CS; BrachyAccessoryDeviceType; Brachy Accessory Device Type
0x300A0266; LO; BrachyAccessoryDeviceName; Brachy Accessory Device Name
0x300A026A; DS; BrachyAccessoryDeviceNominalThickness; Brachy Accessory Device Nominal Thickness
0x300A026C; DS; BrachyAccessoryDeviceNominalTransmission; Brachy Accessory Device Nominal Transmission
0x300A0280; SQ; ChannelSequence; Channel Sequence
0x300A0282; IS; ChannelNumber; Channel Number
0x300A0284; DS; ChannelLength; Channel Length
0x300A0286; DS; ChannelTotalTime; Channel Total Time
0x300A0288; CS; SourceMovementType; Source Movement Type
0x300A028A; IS; NumberOfPulses; Number of Pulses
0x300A028C; DS; PulseRepetitionInterval; Pulse Repetition Interval
0x300A0290; IS; SourceApplicatorNumber; Source Applicator Number
0x300A0291; SH; SourceApplicatorID; Source Applicator ID
0x300A0292; CS; SourceApplicatorType; Source Applicator Type
0x300A0294; LO; SourceApplicatorName; Source Applicator Name
0x300A0296; DS; SourceApplicatorLength; Source Applicator Length
0x300A0298; LO; SourceApplicatorManufacturer; Source Applicator Manufacturer
0x300A029C; DS; SourceApplicatorWallNominalThickness; Source Applicator Wall Nominal Thickness
0x300A029E; DS; SourceApplicatorWallNominalTransmission; Source Applicator Wall Nominal Transmission
0x300A02A0; DS; SourceApplicatorStepSize; Source Applicator Step Size
0x300A02A2; IS; TransferTubeNumber; Transfer Tube Number
0x300A02A4; DS; TransferTubeLength; Transfer Tube Length
